id,weight,parentID,en_title,en_desc,es_title,es_desc
375,0,261,"I missed work because of illness or a family member’s illness.",,"Yo falté al trabajo debido  a mi enfermedad o la enfermedad de un miembro de mi familia.",
373,1,261,"I missed work because of my disability.",,"Yo falté al trabajo a causa de mi incapacidad.",
374,2,261,"I missed work because I was abused by someone in my household or by a former partner.",,"Yo falté al trabajo porque fui abusado por alguien en mi hogar o una ex-pareja.",
262,3,177,"I was fired for something that happened outside of work.",,"Yo fui despedido por algo que occurió fuera del trabajo.",
390,0,262,"I was fired for reasons relating to my sex, pregnancy, sexual orientation, race, color, disability, religion, age, ancestry, national origin, or reporting unsafe or illegal behavior.",,"Yo fui despedido por razones relacionadas a mi género, embarazo, orientación sexual, raza, color, incapacidad, religion, edad, descendencia, u origen nacional o por reportar comportamiento peligroso o ilegal.",
389,1,262,"The firing DOES NOT relate to my sex, pregnancy, sexual orientation, race, color, disability, religion, age, ancestry, national origin, or reporting unsafe or illegal behavior.",,"Mi despedida no fue por razones relacionadas a mi género, embarazo, orientación sexual, raza, color, incapacidad, religion, edad, decendencia, u origen nacional o por reportar una práctica peligrosa o ilegal.",
259,4,177,"I think that I was fired for other reasons or no reason.",,"Yo creo que fui despedido por otras razones o ninguna razón.",
54,2,21,"My legal issue is about my current job.",,"Mi problema legal tiene que ver con mi empleo actual.",
180,-1,54,"I was hurt on the job or I have an illness caused by my job.",,"Yo fui herido en el trabajo o tengo una enfermedad causada por mi trabajo.",
184,0,54,"I want to know about Family and Medical Leave (FMLA).",,"Yo quiero saber más sobre la ley de Ausencia Familiar y Médica (FMLA).",
183,1,54,"I have not been paid all the wages I earned.",,"No me han pagado todo el sueldo que me gané.",
182,3,54,"I am worried about losing my job because of my sex, pregnancy, sexual orientation, race, color, disability, religion, age, ancestry, or national origin.",,"Estoy preocupado por perder mi trabajo debido a  mi género, embarazo, orientación sexual, raza, color, incapacidad, religión, edad, descendencia, u  origen nacional.  ",
181,4,54,"I have a different problem with my job.",,"Yo tengo un problema distinto relacionado al trabajo que necesito discutir con un abogado.",
237,0,181,"I am being treated as an independent contractor, but I think I should be an employee.",,"Me están tratando como un contratista independiente, pero yo pienso que debo ser un empleado.",
238,1,181,"I have a question or problem with my health benefits at work.",,"Yo tengo una pregunta o problema relacionado a mis beneficios de salud en el trabajo.",
239,2,181,"I have another problem with work.",,"Yo tengo otro problema con el empleo.",
240,2,181,"I was or am being harassed on the job.",,"Yo fui o estoy siendo acosado en el trabajo.",
392,0,240,"I think I am being harassed because of my sex, pregnancy, sexual orientation, race, color, disability, religion, age, ancestry, or national origin.",,"Yo creo que estoy siendo acosado a causa de mi género, embarazo, orientación sexual, raza, color, incapacidad, religion, edad, descendencia, u origen nacional.  ",
391,1,240,"I think I am being harassed because I reported unsafe or illegal behavior (like a safety violation).",,"Yo creo que estoy siendo acosado porque reporté comportamiento peligroso o ilegal (como una violación de seguridad). ",
393,2,240,"I think I am being harassed for other reasons (the boss doesn't like me, my co-workers are hard to get along with).",,"Yo creo que estoy siendo acosado por otras razones (yo no le soy de agrado al jefe, mis compañeros de trabajo son difíciles para sobrellevar).",
51,3,21,"I have another problem with work.",,"Yo tengo otro problema con el empleo.",
108,0,51,"I am worried about losing my job because of my sex, pregnancy, sexual orientation, race, color, disability, religion, age, ancestry, or national origin.",,"Estoy preocupado por perder mi trabajo a causa de mi género, embarazo, orientación sexual, raza, color, incapacidad, religión, edad, descendencia, u origen nacional. ",
111,1,51,"I have a question or problem with my retirement benefits.",,"Yo tengo una pregunta o problema con mis beneficios de retiro.",
109,2,51,"I was not hired because a background check showed that I have a criminal record.",,"No me dieron el empleo debido a que la verificación de antecedentes penales demostró que tengo un récord criminal.",
231,0,109,"I have a criminal record.",,"Yo tengo un récord criminal.",
232,1,109,"The information on my criminal record is wrong.",,"La información en mi récord criminal es incorrecta.",
112,3,51,"I have a problem related to my military service.",,"Yo tengo un problema relacionado a mi servicio militar.",
110,4,51,"I need to get my personnel file to help me with my claim for unemployment, illegal discrimination, or other legal claim.",,"Yo necesito obtener mi récord de personal para ayudarme con mi reclamación para el desempleo, discriminación ilegal u otro reclamo legal.",
113,5,51,"I don't see my job-related question or problem here.",,"Yo no veo mi pregunta relacionada al empleo o problema aquí.",
16,4,0,"Debt and Collections","Bankruptcy, identity theft, money, debt collection, credit, taxes, or something you bought.",Consumidor,"Robo de identidad, dinero, cobro de deudas, crédito, impuestos o algo que compró."
27,-5,16,"I need information about bankruptcy.",,"Yo necesito información sobre bancarrota.",
77,-1,27,"I want to know if bankruptcy is right for me.",,"Yo quiero saber si la bancarrota es una opción para mi.",
76,0,27,"I want to file for bankruptcy.",,"Yo quiero declararme en bancarrota.",
30,-4,16,"I have a problem with my utilities (electric, heat, gas, phone).",,"Yo tengo un problema con mis utilidades.",
31,-2,16,"I have a problem with my credit or with money that I owe.",,"Yo tengo un problema con mi crédito o con dinero que debo.",
189,-6,31,"I have debt that I can’t pay.",,"Yo tengo una deuda que no puedo pagar.",
292,0,189,"I contacted the person or company that I owe the money to but we could not come to an agreement.",,"Yo me comuniqué con la persona o la compañía a la que yo le debo dinero pero no pudimos llegar a un acuerdo.",
291,0,189,"I have NOT contacted the person or company that I owe the money to.",,"Yo no me he comunicado con la persona o compañía a la que yo le debo dinero.",
185,-5,31,"I can't pay my mortgage.",,"No puedo pagar mi hipoteca.",
190,-5,31,"I have a problem with a debt collector.",,"Yo tengo un problema con un cobrador de deudas.",
293,-2,190,"My car or other property is being repossessed (taken by the bank or company that loaned me the money to buy it).",,"Mi carro u otra propiedad está siendo embargado (tomado por el banco o compañía que me prestó el dinero para comprarlo).",
295,-1,190,"I am getting collection calls and/or letters from a creditor and I cannot pay the debt.",,"Estoy recibiendo llamadas de colección y/o cartas de un acreedor y no puedo pagar la deuda.",
294,0,190,"A creditor has taken my property or some of my income because I cannot pay a debt.",,"Un acreedor se ha llevado mi propiedad o parte de mi ingreso porque no puedo pagar una deuda.",
188,-3,31,"I have been sued by a person or company who says I owe them money.",,"Yo he sido demandado por una persona o compañía que dice que yo le debo dinero.",
278,0,188,"I don't think I owe this debt.",,"Yo no creo que debo esta deuda.",
277,0,188,"I need help defending myself in court.",,"Necesito ayuda defendiéndome en la corte.",
187,-2,31,"I have bad credit.",,"Yo tengo mal crédito.",
270,-1,187,"I want to get a copy of my credit report.",,"Yo quiero obtener una copia de mi reporte de crédito.",
271,-1,187,"I want to know how to fix mistakes on my credit report.",,"Yo quiero saber cómo arreglar errores en mi reporte de crédito.",
269,0,187,"I want to improve my credit.",,"Yo quiero mejorar mi crédito.",
272,1,187,"Someone else messed up my credit.",,"Otra persona dañó mi crédito.",
387,0,272,"Someone else hasn't paid bills that are in both of our names.",,"Otra persona no ha pagado las facturas que están a nombre de los dos. ",
388,0,272,"Someone used my name and other personal information to get credit or to buy things.",,"Alguien usó mi nombre y otra información personal para obtener crédito o comprar cosas.",
186,-1,31,"Medicare, Medicaid, or DSS says I owe money for overpayments or for services that weren't covered.",,"Medicare, Medicaid o DSS dice que yo le debo dinero por sobrepagos  o servicios que no están cubiertos.",
191,2,31,"I need help managing my bills.",,"Yo necesito ayuda manejando mis deudas.",
29,-1,16,"I have a problem with my taxes.",,"Yo estoy teniendo un problema con mis impuestos.",
116,-2,29,"I have a problem with my Connecticut state taxes.",,"Mis impuestos para el estado se vencen pronto.",
118,-1,29,"I am having a problem with the taxes on my home or land.",,"Yo estoy teniendo un problema con mis impuestos por mi casa o terreno.",
114,-1,29,"I need information about or help with the Earned Income Tax Credit.",,"Yo necesito información sobre el Crédito por Ingreso del Trabajo (Earned Income Tax Credit).",
117,0,29,"I am having a problem with the IRS (federal income taxes).",,"Yo estoy teniendo un problema con el IRS (impuestos federales de ingreso).",
317,-1,117,"I need help filing my income taxes.",,"Yo necesito ayuda llenando mis impuestos de ingreso.",
316,0,117,"I have already filed my taxes or have a problem with the IRS.",,"El IRS me envió una notificación diciendo que les debo dinero. ",
115,2,29,"I have a different tax problem.",,"Yo tengo un problema diferente de impuestos.",
285,-2,115,"I have a problem with taxes on my vehicle.",,"Yo tengo un problema con impuestos de mi vehículo.",
286,-1,115,"My wages are being garnished because I owe taxes.",,"Mi sueldo está siendo embargado porque yo debo impuestos.",
288,0,115,"I have questions about probate taxes.",,"I have questions about probate taxes.",
287,1,115,"I have another kind of tax problem.",,"Yo tengo otro tipo de problema de impuestos.",
28,2,16,"I have a different problem with money or debt collection.",,"Yo tengo un problema diferente relacionado con dinero o cobro de deuda.",
91,-4,28,"Someone owes me money and I want to collect it.",,"Alguien me debe dinero y yo quiero cobrarlo.",
92,0,28,"I bought something and it doesn't work or is defective.",,"Yo compré algo y no está funcionando o es defectivo.",
289,-1,92,"I bought it from a person.",,"Yo lo compré de una persona.",
403,0,289,"I contacted the seller but we could not come to an agreement.",,"Yo me comuniqué con el vendedor pero no pudimos llegar a un acuerdo.",
404,0,289,"I have not contacted the seller.",,"Yo no me he comunicado con el vendedor.",
290,0,92,"I bought it from a business.",,"Lo compré de un negocio.",
424,0,290,"I contacted the business but we couldn't come to an agreement.",,"Me comuniqué con el negocio pero no pudimos llegar a un acuerdo.",
423,0,290,"I have not contacted the business.",,"Yo no me he comunicado con el negocio.",
93,1,28,"I have questions or problems with identity theft.",,"Yo tengo preguntas o problemas con el robo de identidad.",
340,-1,93,"I want to know how to protect myself from identity theft.",,"Yo quiero aprender a cómo protegerme del robo de indentidad.",
339,0,93,"I am a victim of identity theft.",,"Yo soy víctima del robo de identidad. ",
341,0,93,"Someone else got money using my name.",,"Otra persona recibió dinero usando mi nombre.",
18,5,0,"School and Education","Problems at school, bullying, special education, truancy, problems with DCF, juvenile offenses.","Niños, adolescentes y la escuela","Problemas en la escuela, intimidación, educación especial, absentismo escolar, problemas con DCF."
40,0,18,"I am under 18 years old and I have a legal problem.",,"Yo soy menor de 18 años de edad y tengo un problema legal.",
138,0,40,"I have been charged with an offense within the juvenile justice system.",,"Me han acusado con una ofensa dentro del sistema de justicia juvenil.  ",
140,0,40,"I want to learn about emancipation.",,"Yo quiero aprender más sobre emancipación.",
139,1,40,"I am having problems at school.",,"Yo estoy teniendo problemas en la escuela.",
141,2,40,"I am being bullied or harassed.",,"Yo estoy siendo intimidado o acosado.",
142,3,40,"My parents are breaking up or getting a divorce.",,"My parents are breaking up or getting a divorce.",
38,1,18,"My child is having problems at school.",,"Mi hijo está teniendo problemas en la escuela.",
87,0,38,"My child has an IEP that is not working.",,"Yo me he reunido con el personal de la escuela.",
88,0,38,"My child has been kicked out of school.",,"Mi hijo ha sido echado fuera de la escuela.",
226,0,88,"My child has been suspended or expelled.",,"Mi hijo ha sido suspendido o expulsado.",
227,1,88,"My child has been classified as a special education student.",,"Mi hijo ha sido clasificado como un estudiante de educación especial.",
434,0,227,"I have an IEP with a Behavior Plan.",,"Yo tengo un IEP (Individualized Education Plan - Plan educativo individualizado) con un Plan de Comportamiento.",
435,1,227,"I do not have an IEP with a Behavior Plan.",,"Yo NO tengo un IEP (Individualized Education Plan - Plan educativo individualizado) con un plan de comportamineto.",
89,1,38,"My child is failing in school.",,"Mi hijo está fallando en la escuela.",
315,0,89,"My child has been classified as a special education student.",,"Mi hijo ha sido clasificado como un estudiante de educación especial.",
313,1,89,"My child has a learning or behavioral disability.",,"Mi hijo tiene una incapacidad de aprendizaje.",
312,3,89,"My child has NOT been classified as a special education student but I think he or she should qualify.",,"Mi hijo no ha sido clasificado como un estudiante de educación especial pero yo creo que él o ella debe cualificar.",
314,4,89,"The school says my child does NOT qualify for special education.",,"La escuela dice que mi hijo NO cualifica para educación especial.",
90,3,38,"My child is being bullied or harrassed at school.",,"Mi hijo está siendo intimidado o acosado en la escuela.",
325,0,90,"I think the school is illegally discriminating against my child (for example, because of race or sexual orientation).",,"Yo creo que la escuela está discriminando ilegalmente contra mi hijo (por ejemplo, a causa de raza u orientación sexual).",
324,1,90,"I think my child is being bullied or harassed because of his or her race, sexual orientation, or other another legally protected status.",,"Yo creo que mi hijo está siendo intimidado  o acosado por otros estudiantes debido a su raza, orientación sexual u otro estatus legalmente protegido.",
326,2,90,"My child is being bullied or harrassed by other students for reasons I don't understand.",,"Mi hijo está siendo intimidado o acosado por otros estudiantes por razones que yo no entiendo.",
36,2,18,"My child is having a problem getting into school or has a problem with truancy.",,"Mi hijo está teniendo un problema inscribiéndose en la escuela o tiene un problema de ausencia sin permiso.",
79,0,36,"My child refuses to go to school.",,"Mi hijo está viviendo conmigo.",
80,0,36,"The school district won't let my child enroll in school.",,"Yo soy el padre/madre con custodia.",
78,2,36,"The school says my child is truant.",,"La escuela dice que mi hijo está  ausente sin permiso.",
225,0,78,"I have met with school staff.",,"Yo me he reunido con el personal de la escuela.",
224,1,78,"I have NOT met with school staff.",,"Yo NO me he reunido con el personal de la escuela.",
223,2,78,"My child is eligible for special education services.",,"Mi hijo es eligible para servicios de educación especial.",
39,3,18,"My child has been charged with an offense within the juvenile justice system.",,"Mi hijo ha sido acusado con una ofensa dentro el sistema de justicia juvenil.",
37,4,18,"I have a different problem with my child.",,"Yo tengo un problema distinto relacionado a mi hijo.",
84,0,37,"My child needs help speaking English.",,"Mi hijo necesita ayuda en hablar inglés.",
81,0,37,"There is a problem with DCF.",,"Hay un problema con DCF.",
83,1,37,"There is a problem with my child's social security benefits.",,"Hay un problema con los beneficios de seguro social de mi hijo.",
85,2,37,"I want to find out about financial aid.",,"Yo quiero aprender sobre asistencia financiera.",
82,3,37,"I want to find out about vocational school.",,"Yo quiero aprender sobre la escuela vocacional.",
20,6,0,Seniors,"Medicaid, long-term care, wills, advance directives, power of attorney, government benefits, funerals.",Ancianos,"Medicaid, cuidado a largo plazo, testamentos, directivas,  poder, beneficios del gobierno, funerales."
48,-5,20,"I need help with financial, medical, or legal planning, including Medicaid (Title 19).",,"Necesito ayuda con planificación financiera, médica o legal.",
135,-3,48,"I need help with Medicaid (Title 19).",,"Necesito ayuda con Medicaid (Título 19).",
281,0,135,"I need information about Medicaid (Title 19).",,"Necesito ayuda acerca de Título 19.",
280,0,135,"I would like to know about the spend-down.",,"Me gustaría saber acerca de ""spend-down"" (deducible).",
279,1,135,"I applied for Medicaid (Title 19) but was denied.",,"Yo apliqué para Título 19 pero me lo negaron.",
133,-2,48,"I need help with my finances or planning for a time when I am unable to handle my own finances.",,"Yo necesito ayuda con mis finanzas o planificar para el tiempo cuando ya no pueda manejar mis propias finanzas.",
134,-1,48,"I need help with planning for medical emergencies or  long-term care.",,"Yo necesito ayuda en planificar para emergencias médicas o cuidado a largo plazo.",
137,0,48,"I need help with drafting a will, advance health care directives, or a power of attorney.",,"Yo necesito ayuda para redactar un testamento, directivas de cuidado de salud, o un poder notarial.",
136,1,48,"I have questions about my pension or retirement fund.",,"Yo tengo preguntas acerca de mi pensión o fondos de retiro.",
50,-2,20,"I have questions about government benefits that I am getting or might be able to get.",,"Yo tengo preguntas con relación a beneficios del gobierno que estoy recibiendo o pueda recibir.",
161,-3,50,"I want to know what government benefits I can get.",,"Yo quiero saber sobre beneficios del gobierno que pueda obtener.",
160,-2,50,"I need help applying for government benefits.",,"Yo necesito ayuda para aplicar para beneficios del gobierno.",
162,-1,50,"I applied for government benefits but was denied.",,"Yo apliqué para beneficios del gobierno pero me negaron.",
159,0,50,"I got a letter telling me that my benefits are going to be reduced or cut off.",,"Yo recibí una carta donde me dicen que mis beneficios van a ser reducidos o descontinuados.",
47,-1,20,"Someone is abusing me or taking advantage of me.",,"Estoy teniendo problemas con un guardián o conservador.",
49,0,20,"I have another legal problem or question that mostly affects older people.",,"Yo otro otro problema legal o pregunta que en su mayoría afecta a las personas mayores.",
157,-3,49,"I live in a long-term care facility and am having a problem related to that.",,"Yo vivo en una facilidad de cuidado a largo plazo y tengo un problema relacionado a eso.",
155,-2,49,"I need help dealing with a legal problem related to the death of my spouse.",,"Yo necesito ayuda con un problema legal relacionado a la muerte de mi cónyuge.",
158,-1,49,"I need help with funeral or burial plans.",,"Yo necesito ayuda con planes funerales o de entierro.",
154,0,49,"I have a health-related problem.",,"Yo tengo un problema relacionado a salud.",
219,0,154,"I have health insurance through a private company or health co-op. I have a question or problem about my coverage.",,"Yo tengo seguro de salud a través de una compañia privada o una cooperativa de salud. Yo tengo una pregunta o problema sobre mi cubertura.",
217,0,154,"I need help with health care expenses.",,"Yo necesito ayuda con gastos de cuidado de salud.",
220,0,154,"I need help with health insurance (Medicaid, HUSKY, or Access Health-CT).",,"Yo necesito ayuda con cubertura de salud (Medicaid, Husky o Access Health-CT).",
156,1,49,"I have another legal problem related to my age.",,"Yo tengo otro problema legal relacionado a mi edad.",
46,1,20,"I have another legal problem or question that is not related to my age.",,"Yo tengo otro problema o pregunta legal que no tiene relación con mi edad.",
15,7,0,"Military and Veterans","VA benefits and other military-related legal issues.","Militares y Veteranos","Obtenga información para miembros militares activos o anteriores para modificar su descargo militar, vivienda, familia, problemas de beneficios, y más."
26,-3,15,"I serve in the Guard, the Reserve, or another military service, or someone in my family does.",,"Yo, o alguien en mi familia, es parte de la Guardia Nacional, la Reserva, u otra rama de servicio militar.",
153,-2,26,"My legal issue is related to my deployment.",,"Mi problema legal es relacionado a mi despliegue militar.",
256,-1,153,"I am deployed and I got an eviction notice at home.",,"Yo estoy desplegado por el servicio militar  y recibí una notificación de desalojo en mi casa.",
257,0,153,"A family law case, such as divorce or child custody, has been started during my deployment.",,"Un caso legal de familia, tal como un divorcio o custodia de un menor, ha sido iniciado durante mi despliegue militar.",
258,1,153,"I need help telling creditors and my accounts that I am deploying.",,"Yo necesito ayuda en decirle a mis acreedores y mis cuentas que voy a ser desplegado por el servicio militar.",
151,-1,26,"I have another military-related legal problem, such as AWOL, missing drill, or discharge status issue.",,"Yo tengo otro problema relacionado al servicio militar, tal como un AWOL, (ausencia sin permiso), missing drill (no reportarse a un ejercicio) o status del retiro militar.",
152,0,26,"My legal issue is NOT related to my status as a servicemember.",,"Mi asunto legal no está relacionado a mi status como miembro del servicio militar.",
25,-1,15,"I am a veteran or someone in my family is.",,"Yo, o alguien en mi familia, es un veterano.",
95,-6,25,"I need help with VA benefits.",,"Yo necesito ayuda con beneficios de veteranos.",
338,-1,95,"I need help with VA healthcare.",,"Yo necesito ayuda con cuidado de salud para veteranos.",
337,0,95,"I need help with VA disability benefits.",,"Yo necesito ayuda para beneficios de veteranos por incapacidad.",
94,-4,25,"I have another legal issue that relates to my status as a veteran, such as discharge status or special property tax exemption.",,"Yo otro asunto legal que se relaciona a mi status como veterano, tal como status de retiro militar o exención especial de impuestos de propiedad.",
96,0,25,"My legal issue is NOT related to my status as a veteran.",,"My legal issue is NOT related to my status as a veteran.",
23,8,0,Criminal,"Criminal records, pardons and expungements, civil infractions, and criminal offenses.",Penal/Criminal,"Antecedentes penales, indultos (perdón), borrar antecedentes penales, y delitos penales."
64,-2,23,"I have a criminal record and want to apply for a pardon (expungement) or provisional pardon.",,"Yo fui condenado por un delito menor (misdeameanor) y quiero recibir un indulto o perdón judicial.",
60,-1,23,"I have already applied for a pardon.",,"Ya he solicitado un indulto o perdón judicial.",
71,0,60,"I haven't heard anything back.",,"No he recibido una respuesta.",
70,0,60,"I've been denied.",,"He sido negado.",
61,0,23,"I have been charged with a civil infraction (like a traffic violation or DUI) or criminal offense (such as aggravated assault or arson).",,"Yo he sido acusado con una infracción civil (tal como una violación de tráfico o conducir bajo los efectos del alcohol) o un delito criminal (tal como asalto agravado o incendio provocado).",
62,1,23,"I am in jail.",,"Estoy encarcelado.  ",
63,2,23,"I have a different problem because of my criminal record.",,"Yo tengo un problema distinto a causa de mi récord criminal.",
132,-2,63,"I want to find out about reentry programs for ex-offenders.",,"I want to find out about reentry programs for ex-offenders.",
131,-1,63,"I have a criminal record and I am trying to find a job.",,"Yo tengo un récord criminal y estoy tratando de conseguir un trabajo.",
336,0,131,"I need help answering questions about my criminal record during a job interview.",,"Necesito ayuda contestando preguntas sobre mi récord criminal durante una entrevista de trabajo.",
335,0,131,"I need help finding a job that will hire someone with a criminal record.",,"Necesito asistencia en conseguir un trabajo que contrate a alguien con un récord criminal.",
130,0,63,"I have been denied public housing because of a criminal record.",,"He sido negado vivienda pública por mi récord criminal.",
128,1,63,"I want to know what is on my criminal record.",,"Yo quiero saber que está en mi récord criminal.",
129,1,63,"There is a mistake on my criminal record.",,"Hay un error en mi récord criminal.",
24,9,0,"Other Legal Topics","Disabilities, HIV/AIDS, immigration problems, civil rights violations, motor vehicle injuries, and more.","Diversos Temas","Discapacidad, VIH/SIDA, problemas de inmigración, violaciones de los derechos civiles, y más."
65,0,24,"I have a problem related to a mental, physical, or learning disability (or someone in my family does).",,"Yo tengo un problema relacionado a una incapacidad mental, física o de aprendizaje (o alguien en mi familia).",
66,1,24,"I have a problem related to HIV/AIDS.",,"Yo tengo un problema relacionado a VIH/SIDA.",
67,2,24,"I am an immigrant and I have a legal problem.",,"Yo soy un inmigrante y tengo un problema legal.  ",
193,0,67,"I am NOT a citizen of the United States, or I am not sure of my immigration status.",,"Yo NO soy cuidadano de los Estados Unidos, o no estoy seguro de mi estatus de inmigración.",
192,1,67,"I am a citizen or permanent lawful resident of the United States.",,"Yo soy un cuidadano o residente permanante legal de los Estados Unidos.",
342,0,192,"My problem is related to my immigration status.",,"Mi problema es relacionado a mi estatus de inmigración.  ",
343,1,192,"I have a different legal problem.",,"Yo tengo un problema legal diferente.",
69,3,24,"I have another legal problem.",,"Yo tengo otro problema legal.",
196,0,69,"I would like to take someone to court for something they have said or done to me.",,"Yo quiero llevar a alguien a la corte por algo que ellos me han dicho o hecho.",
197,1,69,"I am looking for help with FEMA or other insurance on my property.",,"Yo estoy buscando ayuda de FEMA u otro seguro sobre mi propiedad.",
198,2,69,"I was hurt in a motor vehicle accident or by someone else.",,"Yo fui herido en un accidente de automóvil o por otra persona.",
199,3,69,"I have another problem that I have not found on this website.",,"Yo tengo otro problema que no he encontrado en esta página de web.",
68,4,24,"I believe my Constitutional rights have been violated.",,"Yo creo que mis derechos constitucionales han sido violados.",
194,0,68,"I believe that my civil rights have been violated.",,"Yo creo que mis derechos civiles han sido violados.",
344,0,194,"I believe that my voting rights have been violated.",,"Yo creo que mis derechos para votar han sido violados.",
345,1,194,"I was abused by the police because of my race, my sexual orientation, or some other discriminatory reason.",,"Yo he sido abusado por la policia a causa de mi raza, mi orientación sexual, o alguna otra razón discriminatoria.",
346,2,194,"I am a student and my school has violated my rights (illegal locker search, discrimination, etc.).",,"Yo soy un estudiante y mi escuela ha violado mis derechos individuales (búsqueda ilegal de mi casillero (locker), discriminación contra  los derechos de homosexuales, etc.).",
347,3,194,"I believe that another  constitutional right has been violated.",,"Yo creo que otro derecho constitucional ha sido violado.",
195,1,68,"I have been arrested or charged with a crime.",,"Yo he sido arrestado o acusado de un crimen.",
